trade_id,user_id,symbol,side,quantity,price,version,trade_ts
70,2,AMD,sell,64.5437,9547.747,1,2025-12-29T03:52:34+00:00
71,6,ETH,buy,15.8596,11379.3425,1,2025-12-24T13:05:05.160793+00:00
72,46,,SELL,,11296.8584,2,2025-12-27T03:14:33+00:00
73,25,BTC,SELL,94.5309,5421.0387,1,2025-12-27T18:13:24+00:00
74,38,AAPL,nothing,65.3599,6818.329,1,2025-12-30T19:10:08+00:00
75,47,AAPL,sell,95.2046,11432.8156,1,2025-12-25T07:57:13+00:00
76,26,TSLA,sell,64.7756,1692.25,1,2026-01-02T03:34:26+00:00
77,31,MSFT,sell,59.9156,,1,2025-12-25T02:32:40+00:00
78,3,BTC,BUY,40.1683,1219.0709,2,2025-12-25T05:44:27+00:00
79,11,TSLA,buy,16.0175,12828.9698,1,2025-12-26T08:40:38+00:00
80,3,AAPL,BUY,35.8677,1806.5688,1,2025-12-28T15:34:18+00:00
77,4,TSLA,BUY,22.6089,12125.6752,1,2025-12-28T11:51:59+00:00
82,15,,SELL,84.8663,10666.6478,1,2025-12-25T13:05:05.160915+00:00
83,9,,SELL,7.4304,,1,2025-12-28T19:30:44+00:00
84,15,BTC,sell,42.2755,13158.2553,1,2026-01-02T03:24:51+00:00
85,39,TSLA,SELL,60.7216,11189.3024,1,2026-01-02T21:08:39+00:00
86,42,,nothing,45.061,4248.4925,1,2026-01-02T02:44:00+00:00
87,11,MSFT,SELL,,12758.2056,1,2025-12-29T07:31:43+00:00
88,15,AAPL,BUY,1.6754,7901.404,1,2026-01-02T18:50:52+00:00
89,34,,SELL,,8724.9027,1,2025-12-31T12:53:10+00:00
90,28,BTC,buy,30.762,208.999,1,2025-12-31T02:57:25+00:00
91,42,AMD,SELL,62.2616,18451.55,1,2025-12-26T01:46:54+00:00
92,24,ETH,SELL,44.5358,18570.2621,1,2025-12-23T13:05:05.160999+00:00
93,17,AMD,buy,60.3777,14188.2446,2,2026-01-02T13:33:36+00:00
94,40,ETH,sell,39.2481,9381.5591,1,2025-12-23T13:05:05.161020+00:00
95,26,,SELL,51.4836,14986.3774,1,2026-01-01T07:34:29+00:00
96,33,AMD,buy,75.111,12729.7006,1,2025-12-25T18:04:54+00:00
97,14,AAPL,BUY,82.9961,718.4409,1,2025-12-28T19:42:11+00:00
98,1,MSFT,SELL,59.0344,,1,2026-01-03T04:28:21+00:00
99,20,MSFT,BUY,3.8983,12590.8741,1,2025-12-28T15:27:57+00:00
100,4,BTC,BUY,62.4308,9622.6111,1,2025-12-29T14:53:55+00:00
101,7,,SELL,62.3139,1274.5031,1,2026-01-01T03:53:25+00:00
102,5,AMD,buy,79.0256,18466.2347,1,2025-12-27T13:59:15+00:00
15,38,AAPL,BUY,16.3428,11759.4999,1,2025-12-29T06:00:47+00:00
104,11,AAPL,buy,71.6015,16269.1201,1,2025-12-27T12:57:24+00:00
64,21,AMD,SELL,,15352.9416,1,2026-01-01T02:29:16+00:00
106,38,AMD,buy,86.0084,10709.2978,1,2026-01-03T12:48:17+00:00
107,9,ETH,sell,38.6352,8501.0496,1,2026-01-02T18:43:57+00:00
108,11,AAPL,nothing,60.2021,13968.9999,1,2026-01-01T18:29:26+00:00
109,11,AMD,SELL,,17887.633,1,2025-12-26T18:26:43+00:00
110,26,AAPL,sell,55.5718,208.0052,1,2026-01-02T16:31:49+00:00
111,39,AMD,buy,46.7297,6107.3657,1,2025-12-27T23:37:49+00:00
112,42,AAPL,sell,94.9478,14142.4768,1,2025-12-26T11:04:48+00:00
113,19,AMD,sell,39.998,11623.6459,1,2025-12-28T16:08:48+00:00
114,43,BTC,buy,,,1,2025-12-25T12:08:47+00:00
100,4,BTC,SELL,92.9142,19714.4125,2,2026-01-03T06:23:53+00:00
116,45,MSFT,sell,68.5666,9154.3824,1,2025-12-25T20:56:45+00:00
117,3,BTC,BUY,13.9655,13244.2994,1,2026-01-03T23:07:41+00:00
118,10,MSFT,SELL,71.1464,10613.225,1,2025-12-25T05:01:01+00:00
119,45,BTC,nothing,51.5625,16302.6571,1,2026-01-02T21:56:07+00:00
120,1,AAPL,BUY,10.141,11682.1006,1,2026-01-02T01:47:17+00:00
121,44,AAPL,SELL,51.5262,2796.0459,1,2026-01-03T12:34:44+00:00
122,29,AAPL,buy,65.0071,18769.2559,1,2025-12-25T04:17:36+00:00
123,34,AAPL,sell,47.0737,10880.5322,1,2025-12-27T17:13:06+00:00
124,12,TSLA,buy,,12227.8952,1,2025-12-30T22:30:03+00:00
125,26,ETH,BUY,44.5417,,1,2025-12-29T22:16:53+00:00
126,48,,BUY,76.3954,19969.5365,1,2025-12-25T02:38:02+00:00
127,47,,nothing,67.6558,8739.6079,1,2026-01-02T18:14:17+00:00
128,16,,BUY,58.7298,16768.6431,1,2025-12-29T01:41:10+00:00
129,43,,sell,20.9518,4740.4979,1,2025-12-26T11:25:21+00:00
130,20,ETH,SELL,,4902.159,1,2026-01-02T12:57:10+00:00
131,49,TSLA,SELL,,2814.6389,1,2026-01-02T01:49:47+00:00
132,20,AMD,sell,74.0742,15758.4773,1,2025-12-26T14:52:21+00:00
133,33,,nothing,97.8989,16826.439,1,2025-12-25T02:15:08+00:00
134,3,TSLA,SELL,33.9174,14685.7398,1,2025-12-25T11:21:09+00:00
135,46,MSFT,sell,60.6122,8995.8251,1,2025-12-26T09:12:37+00:00
136,11,MSFT,SELL,56.9773,13459.2448,1,2025-12-29T08:45:31+00:00
137,43,AAPL,buy,4.985,13135.7234,1,2025-12-26T19:11:21+00:00
138,22,AAPL,sell,96.3699,11193.8194,1,2025-12-28T15:54:07+00:00
139,21,,BUY,67.365,14270.3036,1,2025-12-31T17:41:45+00:00
140,23,BTC,SELL,31.6413,19070.5725,1,2025-12-26T03:09:04+00:00
141,4,MSFT,buy,79.2664,14087.7421,1,2025-12-31T01:50:00+00:00
142,26,TSLA,BUY,,1648.9123,1,2026-01-03T16:37:41+00:00
143,13,AMD,BUY,68.3384,17729.819,1,2026-01-02T20:37:41+00:00
144,35,AMD,SELL,95.9697,11216.4794,1,2025-12-25T13:05:05.161461+00:00
145,37,MSFT,nothing,97.1993,15445.8276,1,2025-12-26T13:05:05.161470+00:00
146,4,AAPL,buy,19.8099,746.0493,1,2025-12-28T04:28:03+00:00
53,29,BTC,SELL,66.341,8556.7025,1,2025-12-25T21:46:25+00:00
148,19,ETH,buy,22.0531,14952.3381,1,2025-12-29T23:27:38+00:00
149,5,BTC,nothing,53.9919,174.7396,1,2026-01-03T11:59:49+00:00
150,36,,buy,20.0056,4978.1572,1,2026-01-03T13:01:13+00:00
151,50,AAPL,BUY,96.3969,11354.2857,1,2026-01-03T10:38:18+00:00
152,5,BTC,buy,40.6737,8879.9117,1,2025-12-28T18:26:29+00:00
153,23,BTC,nothing,47.8471,8017.2242,1,2025-12-27T13:05:05.161540+00:00
154,28,,BUY,95.8018,16595.2221,1,2026-01-02T11:09:00+00:00
155,3,ETH,buy,63.4034,3844.4151,1,2026-01-03T19:02:51+00:00
86,39,BTC,buy,59.9384,15148.3587,1,2025-12-31T09:36:09+00:00
157,34,AMD,sell,72.7769,18137.3878,1,2025-12-27T19:38:58+00:00
158,19,MSFT,sell,91.6768,13238.8038,1,2025-12-30T06:18:57+00:00
159,12,BTC,SELL,75.9011,15951.57,1,2025-12-31T01:22:45+00:00
160,4,BTC,sell,43.8801,11121.8359,1,2026-01-02T18:27:13+00:00
161,1,TSLA,BUY,7.2289,11953.3585,1,2025-12-25T14:07:17+00:00
162,5,BTC,BUY,37.5092,10661.1906,1,2025-12-29T21:07:28+00:00
163,43,MSFT,buy,57.1741,3344.1089,1,2025-12-26T02:54:31+00:00
164,10,,sell,,2184.5826,1,2025-12-29T08:18:46+00:00
165,38,ETH,SELL,,8601.9759,1,2025-12-31T14:22:39+00:00
166,4,MSFT,BUY,9.8469,4141.3643,1,2026-01-03T20:33:04+00:00
167,36,AAPL,BUY,65.7701,1743.8343,1,2025-12-27T19:34:49+00:00
168,25,BTC,nothing,,13827.3452,1,2026-01-02T04:02:51+00:00
169,18,BTC,buy,48.2236,14715.0038,1,2025-12-27T13:05:05.161673+00:00
170,14,AAPL,sell,89.4567,4737.6745,1,2026-01-03T15:38:46+00:00
171,34,,nothing,81.8955,9196.0182,1,2025-12-28T04:04:56+00:00
172,14,BTC,buy,31.2147,11112.3834,1,2025-12-23T13:05:05.161698+00:00
173,28,TSLA,BUY,94.7282,,1,2025-12-26T13:05:05.161706+00:00
174,4,AMD,BUY,35.7437,9923.9372,1,2026-01-01T09:21:45+00:00
175,21,MSFT,sell,50.6575,14882.1031,1,2026-01-01T11:34:24+00:00
176,35,TSLA,buy,92.5283,14041.1222,1,2026-01-02T20:28:31+00:00
177,11,TSLA,SELL,38.6975,11541.5353,1,2025-12-25T21:47:05+00:00
178,28,MSFT,buy,62.7516,18259.9623,1,2025-12-30T23:41:42+00:00
33,7,TSLA,SELL,,5121.0738,1,2026-01-02T17:16:47+00:00
180,39,,sell,9.6003,7400.7001,1,2025-12-29T16:43:15+00:00
181,37,MSFT,sell,50.077,5844.1058,1,2025-12-31T05:36:51+00:00
182,27,AMD,buy,35.9057,18202.3989,1,2025-12-27T13:05:05.161781+00:00
183,41,BTC,nothing,71.8403,12620.7643,1,2025-12-25T13:05:05.161790+00:00
184,11,TSLA,SELL,36.7517,3295.8501,1,2025-12-27T14:35:27+00:00
185,2,,nothing,,10233.6468,1,2026-01-02T19:32:41+00:00
1,39,AMD,BUY,,4006.7843,1,2026-01-01T07:16:32+00:00
187,41,ETH,SELL,58.9478,11495.2314,1,2025-12-28T20:31:22+00:00
188,15,,BUY,12.3928,18682.1265,1,2026-01-02T21:32:45+00:00
189,21,ETH,buy,,15079.5712,1,2025-12-28T14:52:33+00:00
190,32,MSFT,SELL,62.7319,16337.3134,1,2025-12-28T19:35:49+00:00
191,20,MSFT,SELL,38.3874,17930.9689,1,2025-12-27T14:43:22+00:00
192,30,ETH,SELL,6.203,19865.7373,1,2025-12-30T10:25:37+00:00
193,43,AAPL,buy,83.7777,7120.3122,1,2025-12-30T22:19:37+00:00
194,22,AMD,BUY,35.4785,12632.5838,1,2025-12-27T16:24:10+00:00
195,1,TSLA,sell,35.583,7122.6012,1,2025-12-27T13:05:05.161912+00:00
196,5,TSLA,BUY,71.8276,,1,2025-12-31T11:03:20+00:00
197,7,,BUY,16.4333,286.9799,1,2025-12-28T12:22:41+00:00
198,46,TSLA,nothing,37.1852,7608.8553,1,2025-12-29T17:39:20+00:00
199,32,AAPL,BUY,52.5119,9625.2399,1,2026-01-01T18:05:52+00:00
200,17,BTC,BUY,54.2404,366.7559,1,2025-12-27T18:38:57+00:00
201,6,AAPL,nothing,80.9333,,1,2025-12-27T00:55:04+00:00
202,14,TSLA,SELL,88.6617,1262.4252,1,2025-12-26T08:30:06+00:00
203,9,ETH,BUY,9.5893,13233.0711,1,2025-12-30T22:16:31+00:00
204,5,AMD,nothing,43.2413,16216.0394,1,2026-01-01T18:22:15+00:00
205,16,ETH,buy,27.4938,,1,2026-01-03T04:19:31+00:00
206,27,BTC,buy,94.3328,17625.9496,1,2025-12-30T09:49:47+00:00
207,20,AAPL,BUY,79.426,18415.6719,1,2026-01-03T03:40:11+00:00
208,15,ETH,buy,92.6087,8826.7941,1,2025-12-29T06:12:44+00:00
209,2,AMD,nothing,93.6104,14598.8801,1,2025-12-27T06:19:31+00:00
8,22,BTC,sell,0.8318,4914.6868,1,2025-12-27T13:05:05.162035+00:00
211,43,,sell,56.4665,4246.8532,1,2025-12-31T20:26:33+00:00
212,16,AMD,sell,40.6875,4205.0907,1,2025-12-28T13:44:58+00:00
213,4,AAPL,sell,56.8696,6132.9579,1,2026-01-01T23:21:45+00:00
214,4,TSLA,BUY,0.1541,780.8647,1,2025-12-27T13:05:05.162070+00:00
215,23,TSLA,nothing,70.7031,3880.4502,1,2025-12-25T01:16:21+00:00
216,34,AMD,BUY,49.2418,8416.7882,1,2026-01-03T10:50:53+00:00
217,47,AAPL,SELL,78.5668,15056.7954,1,2025-12-31T09:02:04+00:00
218,3,MSFT,BUY,28.8488,707.9508,1,2025-12-23T13:05:05.162104+00:00
60,44,BTC,BUY,92.1562,8612.9895,1,2025-12-28T11:43:12+00:00
80,12,BTC,buy,25.728,4683.0299,1,2025-12-25T14:06:43+00:00
221,5,ETH,buy,4.7238,13596.8312,1,2025-12-30T05:53:58+00:00
222,48,AAPL,sell,98.3242,2720.7273,1,2025-12-28T21:41:19+00:00
223,42,BTC,SELL,22.8296,3501.8498,1,2026-01-02T22:25:19+00:00
224,24,AAPL,nothing,22.6089,14708.991,1,2025-12-29T01:08:46+00:00
225,33,AMD,SELL,58.3796,10617.4794,1,2025-12-31T19:03:11+00:00
226,8,AMD,sell,47.0543,18381.8151,1,2025-12-29T20:54:10+00:00
227,37,AAPL,SELL,,9970.6882,1,2025-12-26T21:16:03+00:00
228,41,,buy,26.7054,9622.9501,1,2025-12-26T14:26:31+00:00
229,22,AAPL,buy,79.3948,4494.5533,1,2026-01-02T10:57:05+00:00
230,15,MSFT,SELL,79.0976,9625.6005,1,2025-12-26T19:46:47+00:00
231,4,TSLA,BUY,72.7839,3477.3617,1,2025-12-27T03:22:06+00:00
232,21,AMD,sell,80.9263,3821.5319,1,2025-12-26T13:05:05.162222+00:00
233,4,TSLA,SELL,,16246.6445,1,2025-12-25T13:05:05.162230+00:00
234,41,MSFT,SELL,46.2378,16108.6145,1,2025-12-31T14:32:18+00:00
235,39,TSLA,buy,23.3961,2888.8604,1,2026-01-02T18:44:37+00:00
236,4,ETH,SELL,57.1749,15515.9093,1,2025-12-27T19:13:30+00:00
237,29,,BUY,73.652,2469.3872,1,2025-12-30T06:08:51+00:00
238,12,AAPL,sell,94.4057,5757.4891,1,2025-12-23T13:05:05.162271+00:00
239,41,BTC,nothing,0.4792,14641.3863,1,2025-12-30T17:09:28+00:00
240,8,BTC,buy,94.2262,10116.3852,1,2025-12-25T07:09:42+00:00
241,25,BTC,sell,98.6903,14922.7056,1,2025-12-25T01:55:39+00:00
242,37,AMD,BUY,55.3465,12324.995,1,2025-12-23T13:05:05.162304+00:00
243,49,ETH,sell,89.0608,3573.2271,1,2026-01-03T18:43:03+00:00
244,10,,SELL,38.3604,566.9882,1,2026-01-03T16:26:23+00:00
245,41,AAPL,sell,,11841.1144,1,2025-12-31T04:22:05+00:00
246,36,BTC,nothing,67.5298,17112.2813,1,2026-01-01T18:42:43+00:00
247,18,TSLA,SELL,66.7545,3740.0496,1,2025-12-27T04:23:02+00:00
248,11,AMD,BUY,77.1442,,1,2026-01-03T13:49:37+00:00
249,17,AMD,BUY,68.8034,15825.8895,1,2025-12-27T11:12:11+00:00
250,14,,buy,88.2026,7055.7615,1,2025-12-26T17:04:02+00:00
251,14,TSLA,BUY,98.5774,19745.6219,1,2026-01-03T12:11:04+00:00
252,46,AAPL,nothing,73.4969,9459.6882,1,2025-12-31T05:38:36+00:00
253,49,TSLA,nothing,25.9708,7854.7994,1,2026-01-03T17:33:23+00:00
254,11,,SELL,41.1911,18768.5447,1,2025-12-30T14:58:52+00:00
255,17,BTC,buy,42.5385,12846.5059,1,2025-12-27T18:54:14+00:00
256,29,BTC,SELL,30.7201,9048.5855,1,2026-01-02T11:57:09+00:00
1,18,MSFT,sell,99.3511,15969.294,1,2025-12-25T19:39:31+00:00
258,19,TSLA,sell,99.3793,18835.4567,1,2025-12-24T13:05:05.162443+00:00
259,50,MSFT,buy,93.5665,3326.0656,1,2025-12-29T18:21:30+00:00
260,15,TSLA,nothing,11.8937,2059.9096,1,2026-01-03T20:12:28+00:00
261,14,BTC,sell,98.1573,9672.2865,1,2025-12-30T11:25:42+00:00
91,25,AMD,buy,,14797.8513,2,2026-01-03T10:45:11+00:00
263,49,ETH,BUY,,17162.3995,1,2025-12-27T10:53:40+00:00
70,47,AAPL,SELL,82.9601,9632.3593,1,2025-12-31T14:18:12+00:00
265,48,,sell,76.5724,13583.7978,1,2025-12-31T09:36:47+00:00
266,31,BTC,SELL,33.4685,7845.5355,1,2025-12-30T22:15:52+00:00
267,48,AMD,nothing,61.842,14741.2455,1,2026-01-03T06:11:43+00:00
268,34,BTC,buy,14.1049,17676.296,1,2025-12-29T20:54:48+00:00
269,28,BTC,sell,98.6955,13665.4809,1,2025-12-31T11:40:56+00:00
270,12,AAPL,BUY,51.3602,10642.146,1,2026-01-02T18:09:52+00:00
271,47,BTC,buy,58.305,12229.5327,1,2025-12-25T13:41:00+00:00
272,5,AMD,SELL,46.0646,4191.599,1,2025-12-31T10:33:24+00:00
47,17,,buy,45.5213,15588.3821,1,2026-01-02T01:33:35+00:00
274,18,ETH,nothing,27.2619,9152.6572,1,2025-12-26T12:14:19+00:00
275,3,,nothing,79.8859,4769.7008,1,2026-01-01T06:24:22+00:00
276,42,AAPL,BUY,86.842,,1,2026-01-03T01:57:41+00:00
277,17,ETH,buy,31.1202,18679.427,1,2026-01-02T11:13:16+00:00
278,18,AMD,sell,97.1347,9218.3756,1,2026-01-03T04:14:58+00:00
279,39,,SELL,97.6053,6295.8349,1,2025-12-30T17:20:56+00:00
280,28,AMD,SELL,21.379,15115.9944,1,2026-01-02T13:25:35+00:00
281,33,ETH,nothing,60.6659,15837.8317,1,2025-12-27T23:31:34+00:00
282,32,AMD,buy,2.8548,6179.7482,1,2025-12-29T03:51:07+00:00
283,33,ETH,buy,44.5568,7238.737,1,2025-12-25T06:15:39+00:00
284,22,TSLA,BUY,48.1863,19358.7849,1,2025-12-31T02:55:33+00:00
285,3,AMD,BUY,79.311,,1,2025-12-27T09:12:19+00:00
286,31,BTC,sell,76.1423,2527.5247,1,2026-01-02T15:30:32+00:00
287,12,AMD,sell,28.4649,10857.738,1,2025-12-25T01:48:57+00:00
288,11,TSLA,SELL,91.8323,12996.6835,1,2025-12-27T19:32:50+00:00
289,44,BTC,nothing,48.5727,17658.5132,1,2026-01-01T14:38:10+00:00
290,46,ETH,BUY,60.3738,6110.5857,1,2026-01-02T04:59:02+00:00
291,36,MSFT,buy,80.8965,3698.8318,1,2026-01-02T05:47:57+00:00
292,4,TSLA,sell,90.4693,13639.0288,1,2025-12-26T19:03:02+00:00
293,50,MSFT,BUY,25.5587,10661.7841,1,2026-01-03T22:46:03+00:00
294,25,ETH,buy,76.5673,6844.1536,1,2026-01-03T18:00:59+00:00
295,1,AAPL,sell,,8836.8851,1,2026-01-02T19:04:30+00:00
73,30,ETH,sell,17.7456,9047.3345,1,2026-01-02T08:17:36+00:00
297,10,AMD,sell,46.2712,2932.9968,1,2025-12-30T01:19:40+00:00
298,30,AAPL,sell,33.2054,8333.8258,1,2025-12-31T22:25:20+00:00
299,29,AAPL,BUY,93.9315,10980.7802,1,2026-01-03T09:44:07+00:00
300,10,AAPL,nothing,39.9965,2928.5765,1,2025-12-25T01:52:20+00:00
301,23,AAPL,nothing,77.9009,6151.6469,1,2025-12-26T03:03:54+00:00
302,44,TSLA,SELL,77.2058,14299.0374,1,2025-12-31T08:12:35+00:00
303,15,AMD,nothing,42.1255,,1,2026-01-01T10:42:44+00:00
304,1,TSLA,BUY,72.5009,5371.9973,1,2025-12-29T09:55:53+00:00
305,22,TSLA,buy,41.0527,,1,2025-12-25T18:25:38+00:00
306,47,BTC,SELL,63.6707,7500.4487,1,2026-01-01T17:16:21+00:00
307,5,MSFT,buy,70.7688,6138.6309,1,2026-01-02T09:58:06+00:00
308,35,,BUY,19.8393,16882.3949,1,2025-12-25T09:43:25+00:00
309,20,TSLA,SELL,38.635,3648.7064,1,2026-01-03T18:39:53+00:00
310,5,ETH,BUY,62.6118,,1,2025-12-24T13:05:05.162943+00:00
311,44,ETH,BUY,14.7921,5970.4884,1,2025-12-25T06:14:48+00:00
312,42,AAPL,buy,4.7938,14953.0978,1,2025-12-25T06:41:09+00:00
313,28,AAPL,nothing,98.2485,7383.3605,1,2025-12-30T07:20:50+00:00
314,37,AMD,SELL,81.9582,9461.8729,1,2026-01-02T02:01:58+00:00
315,14,AMD,SELL,3.8532,6626.9504,1,2026-01-02T10:39:45+00:00
316,43,MSFT,sell,31.4813,,1,2025-12-27T16:41:33+00:00
317,36,AAPL,SELL,97.3123,19547.498,1,2025-12-29T07:00:44+00:00
318,45,TSLA,sell,66.097,11340.1453,1,2025-12-30T04:48:06+00:00
319,32,,BUY,89.2222,11770.8819,1,2026-01-02T01:24:58+00:00
320,44,AMD,BUY,54.6769,3819.9216,1,2025-12-28T06:18:39+00:00
321,24,ETH,SELL,73.6008,14587.9208,1,2026-01-01T21:30:07+00:00
322,36,MSFT,SELL,40.2426,15125.7775,1,2025-12-27T16:54:07+00:00
323,36,AMD,sell,28.2298,847.2723,1,2025-12-26T08:29:07+00:00
324,32,AMD,sell,98.3046,18681.7808,1,2025-12-27T11:52:36+00:00
325,47,,nothing,19.7547,11100.8914,1,2026-01-02T10:28:23+00:00
326,6,AAPL,buy,22.8515,13718.3608,1,2025-12-27T12:07:02+00:00
327,28,AMD,sell,32.0155,2604.4462,1,2025-12-26T13:05:05.163084+00:00
328,34,AMD,sell,48.2831,4695.3859,1,2025-12-30T12:32:48+00:00
329,3,ETH,nothing,,8851.9531,1,2025-12-28T12:34:36+00:00
330,31,,SELL,36.2613,349.8194,1,2026-01-03T09:31:14+00:00
331,30,AAPL,SELL,,14470.2016,1,2026-01-03T17:48:07+00:00
332,8,AAPL,sell,3.1016,17605.0305,1,2025-12-28T13:44:30+00:00
333,22,MSFT,BUY,47.893,2839.1273,1,2025-12-31T00:43:55+00:00
334,2,TSLA,BUY,81.537,16880.56,1,2026-01-03T06:17:19+00:00
335,32,MSFT,SELL,29.7182,13789.5689,1,2026-01-03T21:20:34+00:00
336,37,AAPL,BUY,35.4984,2849.4242,1,2025-12-28T09:38:43+00:00
337,6,TSLA,nothing,5.469,11704.8889,1,2025-12-31T08:10:21+00:00
338,9,AAPL,BUY,13.4026,18406.4257,1,2025-12-26T13:10:25+00:00
339,5,ETH,buy,12.9157,11603.9352,1,2026-01-03T20:43:30+00:00
340,40,MSFT,BUY,57.7978,14485.533,1,2025-12-29T03:21:00+00:00
